Date,Open,High,Low,Close,Volume,Adj Close
2022-03-05 20:00:00,2670.72000000,2678.61000000,2665.65000000,2677.75000000,3273.39150000,2677.75000000
2022-03-05 20:15:00,2677.76000000,2681.16000000,2668.99000000,2671.55000000,2312.32670000,2671.55000000
2022-03-05 20:30:00,2671.55000000,2673.05000000,2664.54000000,2670.70000000,1849.46770000,2670.70000000
2022-03-05 20:45:00,2670.69000000,2673.21000000,2666.66000000,2666.78000000,1717.73730000,2666.78000000
2022-03-05 21:00:00,2666.79000000,2668.66000000,2661.69000000,2664.53000000,2022.98090000,2664.53000000
2022-03-05 21:15:00,2664.52000000,2666.47000000,2662.51000000,2665.52000000,905.42200000,2665.52000000
2022-03-05 21:30:00,2665.51000000,2669.14000000,2663.00000000,2663.39000000,1255.22560000,2663.39000000
2022-03-05 21:45:00,2663.40000000,2666.48000000,2652.48000000,2655.00000000,2584.34090000,2655.00000000
2022-03-05 22:00:00,2655.00000000,2657.36000000,2650.69000000,2655.77000000,1761.60740000,2655.77000000
2022-03-05 22:15:00,2655.77000000,2661.25000000,2655.77000000,2658.25000000,1090.53360000,2658.25000000
2022-03-05 22:30:00,2658.26000000,2667.67000000,2658.25000000,2666.34000000,799.19560000,2666.34000000
2022-03-05 22:45:00,2666.33000000,2670.84000000,2663.24000000,2670.06000000,724.69560000,2670.06000000
2022-03-05 23:00:00,2670.07000000,2670.60000000,2658.71000000,2665.93000000,2409.54510000,2665.93000000
2022-03-05 23:15:00,2665.94000000,2667.43000000,2658.98000000,2660.43000000,1248.17720000,2660.43000000
2022-03-05 23:30:00,2660.44000000,2661.84000000,2657.00000000,2659.38000000,1274.01530000,2659.38000000
2022-03-05 23:45:00,2659.38000000,2666.45000000,2658.63000000,2665.15000000,1455.19910000,2665.15000000
2022-03-06 00:00:00,2665.16000000,2671.39000000,2662.00000000,2671.38000000,1957.35490000,2671.38000000
2022-03-06 00:15:00,2671.38000000,2673.37000000,2666.10000000,2666.86000000,1340.43310000,2666.86000000
2022-03-06 00:30:00,2666.87000000,2671.67000000,2666.07000000,2668.11000000,931.26660000,2668.11000000
2022-03-06 00:45:00,2668.11000000,2676.29000000,2665.96000000,2673.25000000,1316.63510000,2673.25000000
2022-03-06 01:00:00,2673.25000000,2674.39000000,2667.02000000,2669.64000000,2499.75430000,2669.64000000
2022-03-06 01:15:00,2669.65000000,2671.79000000,2668.09000000,2669.32000000,1226.23040000,2669.32000000
2022-03-06 01:30:00,2669.32000000,2669.44000000,2660.32000000,2662.04000000,2059.48800000,2662.04000000
2022-03-06 01:45:00,2662.03000000,2662.35000000,2660.00000000,2660.68000000,991.38830000,2660.68000000
2022-03-06 02:00:00,2660.69000000,2660.69000000,2653.74000000,2660.21000000,1895.15460000,2660.21000000
2022-03-06 02:15:00,2660.21000000,2667.12000000,2658.16000000,2665.76000000,1541.42490000,2665.76000000
2022-03-06 02:30:00,2665.77000000,2666.43000000,2661.01000000,2662.51000000,1038.43540000,2662.51000000
2022-03-06 02:45:00,2662.51000000,2664.98000000,2660.28000000,2663.44000000,857.15880000,2663.44000000
2022-03-06 03:00:00,2663.45000000,2665.57000000,2660.00000000,2660.33000000,768.49300000,2660.33000000
2022-03-06 03:15:00,2660.33000000,2660.99000000,2656.00000000,2657.05000000,1661.59450000,2657.05000000
2022-03-06 03:30:00,2657.04000000,2658.23000000,2639.55000000,2642.65000000,3670.83550000,2642.65000000
2022-03-06 03:45:00,2642.66000000,2649.02000000,2635.00000000,2639.26000000,2784.75070000,2639.26000000
2022-03-06 04:00:00,2639.25000000,2644.49000000,2616.14000000,2629.95000000,10487.05650000,2629.95000000
2022-03-06 04:15:00,2629.94000000,2632.53000000,2625.29000000,2629.40000000,2252.05910000,2629.40000000
2022-03-06 04:30:00,2629.39000000,2659.00000000,2629.23000000,2648.07000000,4909.71010000,2648.07000000
2022-03-06 04:45:00,2648.08000000,2653.16000000,2644.96000000,2646.77000000,2602.03760000,2646.77000000
2022-03-06 05:00:00,2646.77000000,2657.76000000,2645.36000000,2650.57000000,2451.65860000,2650.57000000
2022-03-06 05:15:00,2650.57000000,2654.48000000,2650.28000000,2651.32000000,1196.96640000,2651.32000000
2022-03-06 05:30:00,2651.32000000,2652.91000000,2648.97000000,2649.39000000,872.73990000,2649.39000000
2022-03-06 05:45:00,2649.40000000,2653.96000000,2647.69000000,2649.63000000,952.59440000,2649.63000000
2022-03-06 06:00:00,2649.64000000,2654.28000000,2648.90000000,2651.34000000,1171.10310000,2651.34000000
2022-03-06 06:15:00,2651.34000000,2659.98000000,2650.61000000,2654.08000000,1471.76420000,2654.08000000
2022-03-06 06:30:00,2653.91000000,2655.93000000,2643.41000000,2648.80000000,2234.82760000,2648.80000000
2022-03-06 06:45:00,2648.81000000,2649.98000000,2647.00000000,2647.28000000,1161.61740000,2647.28000000
2022-03-06 07:00:00,2647.28000000,2649.33000000,2640.69000000,2641.64000000,1568.89600000,2641.64000000
2022-03-06 07:15:00,2641.47000000,2650.35000000,2635.27000000,2648.73000000,2596.01280000,2648.73000000
2022-03-06 07:30:00,2648.73000000,2649.38000000,2642.39000000,2646.54000000,1359.35520000,2646.54000000
2022-03-06 07:45:00,2646.55000000,2648.59000000,2642.47000000,2644.93000000,1259.60380000,2644.93000000
2022-03-06 08:00:00,2644.93000000,2644.93000000,2636.73000000,2641.00000000,2682.06260000,2641.00000000
2022-03-06 08:15:00,2641.00000000,2647.87000000,2636.04000000,2644.00000000,2128.00070000,2644.00000000
2022-03-06 08:30:00,2644.00000000,2646.07000000,2637.30000000,2640.63000000,1456.79200000,2640.63000000
2022-03-06 08:45:00,2640.62000000,2642.74000000,2634.03000000,2635.48000000,1769.91280000,2635.48000000
2022-03-06 09:00:00,2635.48000000,2638.76000000,2627.70000000,2634.02000000,2829.16920000,2634.02000000
2022-03-06 09:15:00,2634.02000000,2634.15000000,2615.50000000,2625.92000000,5795.33860000,2625.92000000
2022-03-06 09:30:00,2625.91000000,2627.60000000,2620.00000000,2624.02000000,2732.57200000,2624.02000000
2022-03-06 09:45:00,2624.02000000,2624.34000000,2608.34000000,2608.35000000,5479.82520000,2608.35000000
2022-03-06 10:00:00,2608.35000000,2611.42000000,2590.00000000,2598.58000000,13686.58790000,2598.58000000
2022-03-06 10:15:00,2598.72000000,2606.44000000,2590.02000000,2604.26000000,7844.15890000,2604.26000000
2022-03-06 10:30:00,2604.26000000,2610.27000000,2600.56000000,2609.09000000,9896.25210000,2609.09000000
2022-03-06 10:45:00,2609.09000000,2612.20000000,2598.01000000,2599.00000000,6320.23400000,2599.00000000
2022-03-06 11:00:00,2599.01000000,2602.35000000,2590.15000000,2599.35000000,4592.01840000,2599.35000000
2022-03-06 11:15:00,2599.34000000,2602.19000000,2592.23000000,2598.76000000,3357.22540000,2598.76000000
2022-03-06 11:30:00,2598.76000000,2608.14000000,2597.69000000,2600.01000000,3221.47120000,2600.01000000
2022-03-06 11:45:00,2600.00000000,2608.89000000,2600.00000000,2608.26000000,2578.71020000,2608.26000000
2022-03-06 12:00:00,2608.25000000,2616.76000000,2606.80000000,2606.80000000,5027.08290000,2606.80000000
2022-03-06 12:15:00,2606.80000000,2617.56000000,2605.24000000,2613.01000000,2884.83930000,2613.01000000
2022-03-06 12:30:00,2613.02000000,2621.12000000,2612.30000000,2615.69000000,4134.07890000,2615.69000000
2022-03-06 12:45:00,2615.69000000,2621.93000000,2612.01000000,2617.00000000,2932.99340000,2617.00000000
2022-03-06 13:00:00,2617.00000000,2631.90000000,2617.00000000,2628.66000000,3543.92830000,2628.66000000
2022-03-06 13:15:00,2628.66000000,2648.78000000,2628.65000000,2637.04000000,7329.69980000,2637.04000000
2022-03-06 13:30:00,2637.05000000,2645.65000000,2636.29000000,2643.66000000,4851.71690000,2643.66000000
2022-03-06 13:45:00,2643.65000000,2645.47000000,2637.75000000,2639.18000000,2301.30170000,2639.18000000
2022-03-06 14:00:00,2639.19000000,2641.51000000,2627.08000000,2633.84000000,4210.91250000,2633.84000000
2022-03-06 14:15:00,2633.84000000,2635.41000000,2621.95000000,2625.11000000,4003.94250000,2625.11000000
2022-03-06 14:30:00,2625.12000000,2636.00000000,2621.46000000,2630.89000000,2680.44150000,2630.89000000
2022-03-06 14:45:00,2630.89000000,2636.47000000,2625.55000000,2625.87000000,2645.75030000,2625.87000000
